title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
After Burner Climax,PlayStation 3,['Sega'],Sega AM2,"['Simulation', 'Flight', 'Modern Jet', 'Modern Jet', 'Combat']",E10+,22-Apr-10,"['iPhone/iPad', 'Xbox 360']",,"[Playstation Network]  The classic arcade game After Burner has now returned for a new generation of gamers. After Burner Climax is fast and frantic action, putting you in the cockpit of the world’s fastest fighter plane. Dodge planes, rockets and bullets while trying to target multiple on-screen enemy aircraft. Built for all skill levels, everyone will be able to take to the air and blaze through a branching storyline and over 20 stages. Unlock achievements along the way to unlock exclusive Avatar Awards using your experience and expertise. [Sega]",75,Generally favorable reviews,13,11,0,6.7,Mixed or average reviews,12,5,5
Age of Booty,PlayStation 3,['Capcom'],Certain Affinity,"['Strategy', 'Miscellaneous', 'Real-Time', 'Party', 'Fantasy', 'General', 'Fantasy']",E,16-Oct-08,"['PC', 'Xbox 360']",8  Online,"[Playstation Network]  Set in the swashbuckling era, Age of Booty is a casual real-time multiplayer strategy game that puts players at the helm of their own pirate ship with the goal of sending your enemies to the briny deep, and looting and capturing towns for your pirate faction. In Age of Booty, players team up with other online players or AI-controlled pirate ships to raid, pillage, sink, and destroy their way to dominance on the high seas. Spoils of war and booty are used to upgrade and customize pirate ships to make them even more deadly as players take on 25 unique challenges and seven of the most devious Pirate Alliances on the high seas. Gain notoriety and fame by climbing the online leader boards. Create and share custom maps using the intuitive map creation system. Single player and multiplayer real-time action strategy from Certain Affinity, lead by Max Hoberman, designer of Halo 2 and 3's multiplayer game. Raid villages, sink merchants, seize towns, steal gold, upgrade your pirate ship and use your guns and your wits to send your foes to the briny deep. Master twenty-five unique multiplayer maps or create your own and share them with your friends. Up to four players on one console, up to eight players over LAN or the Internet. Tons of customizable options that allow you to tune the game to meet your taste. [Capcom]",74,Mixed or average reviews,5,3,0,5.7,Mixed or average reviews,7,6,5
Air Conflicts: Pacific Carriers,PlayStation 3,"['Maximum Family Games', 'Maximum Games']",Games Farm,"['Action', 'Simulation', 'Flight', 'Flight', 'Combat']",T,6-Aug-13,"['PC', 'PlayStation 4', 'Switch']",Up to 8,"Air Conflicts: Pacific Carriers combines authentic Second World War settings and a fictitious story that will lead the player through the Arcade-Flight-Action. The starting point for all the flight missions in the campaign is an aircraft carrier in the Pacific, which the player commands as the captain of the ship. The player decides at the beginning of the game whether to engage in battle under the flag of the US Navy or the Japanese Imperial Fleet. In Air Conflicts: Pacific Carriers the battles are also fought in the air, e.g. Pearl Harbor, Midway and Wake Island. Instead of individual aircraft, here the player can control entire squadrons and switch between them during the mission. Various single and multiplayer modes will guarantee long-lasting game fun.",0,No score yet,0,1,1,7.8,Generally favorable reviews,3,1,1
Air Conflicts: Secret Wars,PlayStation 3,['Kalypso'],Games Farm,"['Simulation', 'Flight', 'WWII', 'WWII', 'Combat']",T,15-Nov-11,"['PC', 'PlayStation 4', 'Switch', 'Xbox 360']",Up to 8,"In Air Conflicts: Secret Wars players can relive the most famous battles of the First and Second World War right up close. The game provides plenty of variety, as players can fly 16 meticulously detailed and accurate aircraft in nearly 50 exciting missions in the seven campaigns. The mission tasks are diverse and range from air space clearance operations to the bombardment of targets on the ground, attacks on enemy convoys and reconnaissance, escort and patrol flights. After each successful mission players can upgrade their skills to enable them to control their aircraft more expertly, make their aircraft more robust and select better co-pilots. There are two control modes for the combat aircraft: the controls are simplified in arcade mode and simulation mode offers a realistic control system that is true to the original. Besides the solo campaigns, Air Conflicts: Secret Wars can also offer several multiplayer modes for up to eight players that can be played on a local network and over the Internet.",51,Mixed or average reviews,0,5,3,tbd,No user score yet,1,0,1
Air Conflicts: Vietnam,PlayStation 3,['Kalypso'],"bitComposer Games, bitComposer","['Action', 'Simulation', 'Flight', 'Flight', 'Combat']",T,19-Nov-13,"['PC', 'Xbox 360']",Up to 8,"Air Conflicts: Vietnam offers the popular combination of flight simulation and arcade gameplay. In the course of the game, the player controls over 20 accurately simulated fighter jets and helicopters from the Vietnam War era. In certain missions, the player has to leave the pilots seat temporarily to operate the guns and defend against attacks. If several fighter jets take part in a mission, the player can equip and upgrade them individually, as well as control the entire squadron. Air Conflicts: Vietnam offers a variety of missions and a compelling story set against the background of one of the best-known and most controversial wars in modern history.",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Akiba's Trip: Undead & Undressed,PlayStation 3,['XSEED Games'],Acquire,"['Action Adventure', 'Adventure', 'General', 'Open-World']",M,12-Aug-14,"['PC', 'PlayStation 4', 'PlayStation Vita']",No Online Multiplayer,"An open-world action RPG which sees players undertaking a myriad of missions in a recreation of Akihabara, Tokyo's notorious ""Electric Town"" district. Your goal is to identify vampires called ""Synthisters"" with the assistance of an in-game smartphone app, then engage them in battle to strip off their clothes so their bodies are fully exposed to sunlight.",57,Mixed or average reviews,2,14,4,7.7,Generally favorable reviews,31,9,6
Akimi Village,PlayStation 3,['Sony Online Entertainment'],NinjaBee,"['Miscellaneous', 'General', 'General']",E,15-Jun-11,,,,69,Mixed or average reviews,6,5,1,3.6,Generally unfavorable reviews,1,2,4
Alex Kidd in Miracle World,PlayStation 3,['Sega'],M2,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E,22-May-12,['Switch'],,"Great to see this game on Psn, i can almost dream this game ! Played this one so much back in the days, on my Master System 2 ! Finished it 100% already, whit out even breaking a sweat ! (Which was not the case back in the day ;-)  ) Just Awesome !",0,No score yet,0,1,0,7.4,Mixed or average reviews,10,2,2
Alice: Madness Returns,PlayStation 3,['Electronic Arts'],Spicy Horse,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,14-Jun-11,"['PC', 'Xbox 360']",No Online Multiplayer,"Alice: Madness Returns takes place 10 years after the conclusion of the original game, with Alice struggling to recover from the emotional trauma of losing her entire family in a fatal fire. After spending a decade institutionalized in an insane asylum, she is finally released to the care of a psychiatrist who just may be able to help her conquer the nightmarish hallucinations that still haunt her. Alice embarks on a mission to root out the true cause of her family's mysterious death, jumping from a gloomy and stark London to a rich and provocative Wonderland.",70,Mixed or average reviews,18,32,1,8.1,Generally favorable reviews,171,49,14
Alien Breed,PlayStation 3,['Team17'],Team17,"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,12-Feb-13,"['iPhone/iPad', 'PlayStation Vita', 'PlayStation Vita']",2,"With the PS3 and PS Vita version they introduce additional features, such as the ability for players to team up on either system via cross-platform play. There is also ad-hoc and online co-op multiplayer for PS Vita, and local and online co-op multiplayer for PS3. There is also a Cross-Platform Continuation Play in the mix too, allowing players to carry on their PS3 save game progress on their PS Vita and vice versa. [Playstation.com]",68,Mixed or average reviews,2,5,0,3.8,Generally unfavorable reviews,1,3,4
Alien Breed 2: Assault,PlayStation 3,['Team17'],Team17,"['Action', 'Action Adventure', 'Horror', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",T,7-Dec-10,"['PC', 'Xbox 360']",2,"Can you survive the alien onslaught? Alien Breed 2: Assault  is an explosive science fiction arcade shooter with an epic story, swarms of highly intelligent alien enemies, high-impact weapons, and highly detailed and rich environments, developed using Epic Games' Unreal Engine 3. Take control of the hero, Conrad, the ship's Chief Engineer, and continue your fight for survival on the fatally damaged space vessel against a ruthless assault by the alien horde. In addition to the thrilling single-player campaign and all new survivor mode, the game offers relentless, action-packed, online or local two-player cooperative battle modes for Xbox LIVE Arcade.",69,Mixed or average reviews,3,3,0,4.9,Generally unfavorable reviews,2,4,3
Alien Breed 3: Descent,PlayStation 3,['Team17'],Team17,"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",T,22-Feb-11,"['PC', 'Xbox 360']",2,"ok.having played the played the first the first two...does this make my stuff hard...YES!  this is a boys series, i'm scared, shooting in all directions hearing stuff, i need it... good trilogy... i would pay more",64,Mixed or average reviews,0,7,0,5.1,Mixed or average reviews,1,4,3
Alien Breed: Impact,PlayStation 3,['Team17'],Team17,"['Action Adventure', 'Horror', 'Horror', 'Survival']",T,5-Oct-10,"['PC', 'Xbox 360']",2,"with the release of alien breed three on psn, and end of its trilogy i thought i would give the first one a go round see if anything was there. it is a dual stick game...you move with left aim with right...its creepy, and dark, aliens drop and come out the ground. i'm skittish already and aliens are faster than zombies, it starts slow on do this, go here missions. you are on a crashed ship put out fires via computer terminal shutdowns so you go there, shut it down shoot aliens, buy weapons or bullets, decent story, a little lackluster graphically but overall enjoyable ....8",71,Mixed or average reviews,3,4,0,6.3,Mixed or average reviews,5,5,2
