title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Konami Classics Vol. 2,Xbox 360,['Konami'],Konami,"['Miscellaneous', 'Compilation', 'Compilation']",E10+,"Dec 15, 2009",,Up to 4,"Keep it old school and re-capture the golden age of gaming with 'Konami Classics Vol. 2.' Featuring a popular collection of some of the most recognized brands in video game history, 'Konami Classics' will include the original Contra, Rush 'n Attack and Track & Field. Each game features the ability to be played in its original state, or in an enhanced mode with upgraded Hi-Def support at 720p along with a special graphics improvement filter resulting in smoother visual game quality. Re-live gaming glory with these timeless retro compilation packs!",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
KrissX,Xbox 360,['Konami'],Regolith Games ltd,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Logic', 'General']",E,"Jan 27, 2010",['PC'],,"[Xbox Live Arcade]  Join Wordsworth the Owl on his mission to solve ""KrissX""-ed word puzzles, for the first time on Xbox LIVE Arcade! Switch around letters to complete mind boggling terms and use helpful hints to achieve reward badges and high scores. Venture through 150 colorful stages, time yourself, or play at your leisure for hours on end. Uncover thousands of different word puzzles and test your skills in quick thinking, trivia, and knowledge! [Xbox.com]",59,Mixed or average reviews,3,7,3,tbd,No user score yet,0,1,0
Kung Fu Panda: Kaboom of Doom,Xbox 360,['THQ'],,"['Action', 'General']",,"May 24, 2011",['PlayStation 3'],,,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Kung Fu Strike: The Warrior's Rise,Xbox 360,['7sixty'],Qooc Soft,"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']",T,"Sep  5, 2012",['PC'],,"In Kung Fu Strike: The Warrior’s Rise, ancient China is ripped apart by 3 warring forces, the Tian Empire, the invading forces of Shaa seeking to overthrow the Empire’s King, and a rebel uprising with their own agenda. Playing as martial arts master General Loh, you’re thrown into the middle of this bitter war armed only with your deadliest weapon: your fists. Fight your way through waves of enemies and towering bosses with lethal attacks, learn new skills to take down even the toughest opponent and see if you have what it takes to complete the frantic challenge modes. If going it alone is too much, then team up with a friend in co-op mode or show off your killer moves in the Versus Mode.",65,Mixed or average reviews,1,5,0,tbd,No user score yet,1,5,0
Kung-Fu High Impact,Xbox 360,['UTV Ignition Games'],Virtual Air Guitar Company,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']",T,"Nov 15, 2011",,1 Player,"Kung Fu High Impact is the first of its kind for Kinect for Xbox 360--a side-scrolling brawler that uses the peripheral's incredibly accurate body tracking technology to insert the real image of the player on screen. The gamer will be literally transported into the action, as he or she will be able to see real-life combat movements interacting with the enemies and objects on screen",56,Mixed or average reviews,2,13,3,7.7,Generally favorable reviews,16,3,2
L.A. Noire,Xbox 360,['Rockstar Games'],Team Bondi,"['First-Person', 'Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",M,"May 17, 2011","['PlayStation 3', 'PlayStation 4', 'Switch', 'Xbox One']",No Online Multiplayer,"I love Rockstar games, I loved Gta IV, I loved RDR. but L.A. Noire is just an ok game, its brilliant what Rockstar tried to do but the first part of the game I was bored the homicide disc was brilliant then th rest of the game was ok. I don't understand why they didn't have stranger missions, that was one of the best parts of RDR. This was a good attempt at what could have been a brilliant game.",89,Generally favorable reviews,78,5,0,7.9,Generally favorable reviews,697,202,74
L.A. Noire: A Slip of the Tongue,Xbox 360,['Rockstar Games'],Team Bondi,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",M,"May 17, 2011",['PlayStation 3'],,,0,No score yet,1,0,0,7.6,Generally favorable reviews,3,5,0
L.A. Noire: Nicholson Electroplating Disaster,Xbox 360,['Rockstar Games'],Team Bondi,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",M,"Jun 21, 2011",['PlayStation 3'],,"At 9.45 in the morning, a thunderous explosion rocks Los Angeles. City blocks are flattened and smoke and ash fill the air. Detectives Phelps and Biggs race to the site of the former Nicholson Electroplating plant to find a pile of unanswered questions. What caused the explosion? What were Nicholson's employees working on? And where are chief chemist Dr Harold McLellan and his mysterious female assistant?",70,Mixed or average reviews,3,4,0,8.3,Generally favorable reviews,5,3,0
L.A. Noire: Reefer Madness,Xbox 360,['Rockstar Games'],Team Bondi,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",M,"Jul 12, 2011",['PlayStation 3'],,"Vice Narcotics receives a tip from one Freddie Calhoun, junkie, snitch and all around no-hoper. Freddie seems to be playing it straight for once, sharing information on a city-wide marijuana distribution ring. Detective Phelps and Earle will search, question and raid their way to the top of the operation, and in the process learn how the crooks could be smuggling fifty pound shipments of dope in plain sight.",66,Mixed or average reviews,3,4,0,7.8,Generally favorable reviews,5,3,0
L.A. Noire: The Badge Pursuit Challenge,Xbox 360,['Rockstar Games'],Team Bondi,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",M,"May 17, 2011",['PlayStation 3'],,Hidden around L.A. Noire's beautiful recreation of 1947 Los Angeles are 20 police badges to find and collect. Find all 20 of these badges to unlock the dapper Button Man Detective suit which provides extra ammo for all weapons. Each badge also provides 5 additional XP which will help further unlock Intuition Points - special credits that can be used to give Phelps a key investigative insight when he needs it most.,0,No score yet,0,0,0,tbd,No user score yet,1,1,1
L.A. Noire: The Complete Edition,Xbox 360,['Rockstar Games'],Team Bondi,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",M,"Nov 15, 2011","['PC', 'PlayStation 3']",1 Player,"Amid the post-war boom of Hollywood's Golden Age, Cole Phelps, an LAPD detective is thrown headfirst into a city drowning in its own success. Corruption is rampant, the drug trade is exploding, and murder rates are at an all-time high. In his fight to climb the ranks and do what's right, Phelps must unravel the truth behind a string of arson attacks, racketeering conspiracies and brutal murders, battling the L.A. underworld and even members of his own department to uncover a secret that could shake the city to its rotten core. Using groundbreaking new animation technology that captures every nuance of an actor's facial performance in astonishing detail, L.A. Noire is a violent crime thriller that blends breathtaking action with true detective work to deliver an unprecedented interactive experience. Search for clues, chase down suspects and interrogate witnesses as you struggle to find the truth in a city where everyone has something to hide.",0,No score yet,0,0,0,8.0,Generally favorable reviews,28,3,5
L.A. Noire: The Naked City,Xbox 360,['Rockstar Games'],Team Bondi,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Modern', 'Third-Person', 'Modern']",M,"May 17, 2011",['PlayStation 3'],,"This is a really great DLC for a really great game. There are a lot of things that make this a really good DLC, the case is really interesting, and I believe it is based off of real events. This is a great game and if you haven't goten it, you really should, and if you can get this DLC. The naked city is a really great add on and its really fun. My only problem was the nudity in it. I didnt see any nudity in the game, but there is some brief nudity in this add on. So it seems this dlc is the reason for nudity being on the ESRB rating on the back of the game. But anyways on to the case itself. I will avoid spoilers. So a model is found in her home naked surrounded by pills. So the first thing you would think is that she killed herself, right? Wrong! The dlc sends you on a quest to find the killer and bring him/her to justic. The rest you will have to play to find out ;)",0,No score yet,2,1,0,7.7,Generally favorable reviews,8,2,1
Lara Croft and the Guardian of Light,Xbox 360,['Square Enix'],Crystal Dynamics,"['Action', 'Action Adventure', 'Adventure', 'Shooter', 'General', 'General', 'Third-Person', 'Modern']",T,"Aug 18, 2010","['iPhone/iPad', 'PC', 'PlayStation 3', 'Stadia']",2,"[Xbox Live Arcade]   Lara Croft and the Guardian of Light is the first ever co-op multiplayer action/adventure game featuring Lara Croft. This brand new adventure combines the hallmarks of the Tomb Raider  franchise, including exploration and discovery, platforming, and puzzle solving combined with character progression, fun fast-paced combat, and elements of human cooperation and competition.",85,Generally favorable reviews,70,2,1,8.4,Generally favorable reviews,94,17,6
Lara Croft and the Guardian of Light: A Hazardous Reunion,Xbox 360,['Square Enix'],Crystal Dynamics,"['Action Adventure', 'Adventure', 'General', 'General']",T,"Dec  8, 2010","['PC', 'PlayStation 3']",,,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Lara Croft and the Guardian of Light: All the Trappings,Xbox 360,['Square Enix'],Crystal Dynamics,"['Action Adventure', 'Adventure', 'General', 'General']",T,"Oct 27, 2010","['PC', 'PlayStation 3']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Lazy Raiders,Xbox 360,['Sarbakan Inc.'],Sarbakan Inc.,"['Action', 'General', 'General']",E,"Feb 24, 2010",['iPhone/iPad'],,"[Xbox Live Arcade]  Dr. Diggabone's getting too old for archaeological digs, or so he says. Truth be told, he's just plain lazy... That's where you jump into Lazy Raiders and take control as you spin and flip mazes to send the Doctor or your Avatar on a gravity-defying quest for lost relics that would bring him instant fortune and glory. Of course you'll have to deal with greedy thieves, pesky minions, and ingenious traps along the way. If there weren't any challenges, you'd just grow lazy ... and we wouldn't want that, would we? [Sarbakan]",80,Generally favorable reviews,13,3,0,7.6,Generally favorable reviews,11,1,3
Le Tour de France,Xbox 360,['Focus Home Interactive'],Cyanide,"['Sports', 'Alternative', 'Individual', 'Biking', 'Biking']",,"Oct 11, 2016",,No Online Multiplayer,"A 46/100. Really??Critics go back go your rooms and play some CoD you can rate a 10/10.This game isn't the best game ever. But i liked most of the elements in it.Support the game. Support the developers.",46,Generally unfavorable reviews,0,4,3,8.0,Generally favorable reviews,5,0,1
Le Tour de France 2012,Xbox 360,['Focus Home Interactive'],Cyanide,"['Sports', 'Alternative', 'Biking']",,"Jun 29, 2012",['PlayStation 3'],,"Play as a professional cyclist, and throw yourself in the most prestigious cyclingcompetition: the Tour de France! Finely mixing simulation and action, Tour deFrance offers you to challenge all the biggest cycling champions on the leadingrace of the season! Get the best out of your teammates, and form alliances withother teams and their rider to win a stage, or battle for the famous Yellow Jersey!21 stages, full of tension and adrenaline, await you: the turns of events in themountains, the fierce sprint battles at the finish lines... all has been made so that you live, intensively, the Tour de France just like a real cycling champion!",44,Generally unfavorable reviews,0,3,3,7.4,Mixed or average reviews,3,1,1
