title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Bass Pro Shops: Trophy Hunter 2007,Xbox,['Vivendi Games'],Jarhead Games,"['Sports', 'Nature', 'Hunting']",T,20-Nov-06,,,,0,No score yet,0,0,1,tbd,No user score yet,2,0,0
Batman Begins,Xbox,['EA Games'],Eurocom Entertainment Software,"['Action', ""Beat-'Em-Up""]",T,14-Jun-05,['PlayStation 2'],1 Player,"Step into the shadows of Gotham City's dangerous criminal underworld as Batman. Based on the movie of the same name, Batman Begins lets you explore both the origins of the ""dark knight"" and his transformation into a superhero. As Batman, you must use your strength and an array of high-tech gadgets to fight the evil forces that threaten the city, including Scarecrow, Ra's Al Ghul, and Carmine Falcone.",65,Mixed or average reviews,13,40,3,7.4,Mixed or average reviews,18,5,3
Batman: Dark Tomorrow,Xbox,['Kemco'],HotGen,"['Action Adventure', 'Fantasy']",T,18-Mar-03,,1 Player,"Batman, the Dark Knight detective of Gotham City, is back in an all-new adventure. In Batman: Dark Tomorrow, it's up to Batman to solve the mystery and save the day. The legendary Caped Crusader must use all his mental and physical skills, batglider capabilities, devices from his utility belt, and sleuthing prowess to fight crime and defeat enemies. You must battle both new and familiar enemies, including Mr. Freeze, Poison Ivy, and the Joker. But in some missions, stealth is just as important as brute force.",25,Generally unfavorable reviews,0,0,13,3.3,Generally unfavorable reviews,3,2,14
Batman: Rise of Sin Tzu,Xbox,['Ubisoft'],Ubisoft Montreal,"['Action', ""Beat-'Em-Up""]",T,16-Oct-03,['PlayStation 2'],2-Jan,"In Batman: Rise of Sin Tzu, Batman faces a new enemy unlike any he has ever faced before.  The faceless foe plunges Gotham City into chaos on the night of the anniversary of Bruce Wayne's parents' murder.  Who is responsible for unleashing havoc on Gotham City?  The truth will be revealed after you battle evil forces and super-villains, including Bane, Clayface, Scarecrow, and the new formidable foe--Sin Tzu.  In addition to Batman's martial arts attacks, Batman has an arsenal including the Batarang, Grappling Hook, and Smoke Bomb.",67,Mixed or average reviews,4,13,0,7.7,Generally favorable reviews,4,1,1
Batman: Vengeance,Xbox,['Ubisoft'],Ubisoft Montreal,"['Action Adventure', 'Sci-Fi']",T,18-Dec-01,"['PC', 'PlayStation 2']",1 Player,"With ubisoft's crappy reception with previous batman games, they finally got it right and made you feel like the dark knight. First person mode didn't really bother me but hey at least it was better than dark tomorrows weapons controls. Batman's combat was very well done and the super moves was a blast to use and they were very good and quick to use compared to begins where begins combat system where slow and dull. Vehicles stages where awesome and the music was beautiful, which made me feel like i was in a episode of batman the animated series and environment captures the show.  Guys i know that this is old but at least ubisoft tried and gave us a good batman game where it made you feel like the dark knight and you gotta admit that the arkham games borrowed some elements  from vengeance and rise of sin tzu so without these games their would be no arkham and many people and review s such as kwing, ign and gamestop like this game. Also, i loved the stealth and quick stealth in this game. What is quick stealth? Well if people read the manual it is activated when you use a smoke bomb on a enemy and go behind the and press the y button to do a stealth take down, which is awesome and finish the combat fight smoothly in case you don't wanna fight or  you are lossing health.  Finding ammo is easy cause you just have to look around. Instead of bashing this game, i would like to thank ubisoft for redeeming themselves and worked hard in making this game because they would have just given us a half assed batman game like batman beyond return of the joker. Story was alright except for the first act but it was a good kind of alright cause it reminded me alot of the animated series and i loved the swat chase level cause it was a sort of homage to the batman mask of phantasm scene where batman was chased by the cops, which was my favorite scene and i love  playing that level. If you are a die hard batman fan, then buy this game, but if you are just  a gamer who may like batman then give this a shot. It is a classic batman game that started it all.",70,Mixed or average reviews,4,9,1,5.9,Mixed or average reviews,3,2,2
Battle Engine Aquila,Xbox,['Atari'],Lost Toys,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",T,20-Jan-03,"['PC', 'PlayStation 2']",2-Jan,"An epic battle rages between the Forseti and the Muspell as the oceans rise and land disappears. The Forseti compel you to help protect their remaining land by taking charge of a powerful war machine--the Battle Engine. Whether in walking or in flying mode, you have access to an array of destructive weapons to use in expansive environments. You'll command a device so powerful and advanced that your battlefield decisions will shape the direction of each engagement and, ultimately, the entire war.",76,Generally favorable reviews,20,8,0,tbd,No user score yet,1,1,1
Battlefield 2: Modern Combat,Xbox,['EA Games'],Digital Illusions,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",T,24-Oct-05,"['PlayStation 2', 'Xbox 360']",32  Online,"Battlefield 2: Modern Combat brings the intensity of Battlefield 1942 into the modern era with the latest vehicles and weapons systems available. In this first-person shooter, you'll choose to fight for one of three military superpowers: the United States, China, or the newly formed Middle East Coalition. Armed with advanced weaponry, you can take control of any of the game's vehicles to engage in major conflicts with up to 24 players online. Battlefield: Modern Combat features expansive environments--from city streets to remote jungles--all around the world.",80,Generally favorable reviews,38,11,0,8.1,Generally favorable reviews,22,7,3
Battlestar Galactica,Xbox,['VU Games'],Warthog,"['Simulation', 'Sci-Fi', 'Small Spaceship']",T,19-Nov-03,['PlayStation 2'],1 Player,"The war between man and machine rages on as the mechanical Cylons return to wipe out the human race. Begin your heroic journey through the Battlestar Galactica universe as the fearless, young Adama, and help lead the fleet of Colonials to survival. Choose from a wide array of ships, from sleek Vipers to heavy Bombers, and engage various classes of Cylon vessels, including Raiders and Marauders. As you attack, escort, or defend, your team of three wingmen will increase in experience and skill.",63,Mixed or average reviews,5,17,3,7.4,Mixed or average reviews,4,0,1
Beat Down,Xbox,['Capcom'],Cavia Inc.,"['Action', ""Beat-'Em-Up""]",M,23-Aug-05,['PlayStation 2'],2-Jan,"Framed for murder by Las Sombras' powerful Zanetti family, five underworld enforcers must confront rival gangs, a corrupt police force, and the Zanetti family themselves in order to exact their brutal revenge. Now play as one of the five outcasts, each with their own unique abilities. Fight with intensity to level up and gain new skills.",51,Mixed or average reviews,1,19,7,tbd,No user score yet,0,0,3
Beyond Good & Evil,Xbox,['Ubisoft'],Ubisoft Milan,"['Action Adventure', 'Fantasy']",T,2-Dec-03,"['PC', 'PlayStation 2']",1 Player,"For centuries, the planet Hillys has been bombarded by a relentless alien race.  In Beyond Good and Evil, a rebellious action reporter named Jade sets out to capture the truth behind the invasion.  Armed with her camera, dai-jo staff, and fierce determination, you must guide Jade as she discovers shocking evidence leading to a horrific government conspiracy and is forced to battle an evil she cannot possibly fathom.  With the ability to perform stealth techniques, dai-jo staff moves, and tag-team fighting combos, you can stop at nothing to expose the truth.",87,Generally favorable reviews,38,2,0,8.4,Generally favorable reviews,26,3,3
Bicycle Casino,Xbox,['Activision Value'],Leaping Lizard Software Inc.,"['Miscellaneous', 'Parlor', 'Gambling']",E,26-Oct-04,,,"Bicycle Casino 2005 captures all of the glamour and excitement of high-stakes gaming and brings it straight from the Vegas Strip to your PC. Play your favorite games of chance--including Blackjack, Poker, Roulette, and Slots--at Treasure Island, the Mirage, and the Bellagio, one of the Strip's most beautiful and romantic resort casinos. Earn ""comp"" awards through 21 of your favorite casino games or try the Ultimate Casino Challenge. This is your chance to be a virtual high roller.",49,Generally unfavorable reviews,1,3,4,4.8,Generally unfavorable reviews,0,2,2
Big Mutha Truckers,Xbox,['Empire Interactive'],Eutechnyx,"['Driving', 'Racing', 'Truck']",T,20-Jun-03,"['PC', 'PlayStation 2']",1 Player,"It's a redneck family fight to see who inherits the family trucking business.  As one of four zany characters in Big Mutha Truckers including Bobbie-Sue, Cletus, Earl, and Rawkus, you have 60 days to earn the most money by hauling cargo.  Drive various massive 18-wheelers around five cities as you battle bikers, avoid truck-jackers, outrun the corrupt police force, and discover new routes and bonuses.  The race to the finish is full of obstacles--don't let anything get in your way.",59,Mixed or average reviews,1,9,2,4.3,Generally unfavorable reviews,4,0,5
Big Mutha Truckers 2,Xbox,['THQ'],Eutechnyx,"['Driving', 'Mission-based']",M,23-Aug-05,"['PC', 'PlayStation 2']",1 Player,"Dear sweet ol' Ma got busted! She's locked up tighter'n a big rig's brakes on a 40° grade. Ma's kids gotta git her some justice by bribin' six members of her jury - if they kin find 'em. And so Bobbie-Sue, Cletus, Earl and Rawkus set off once agin to buy an' sell goods all over Hick State County. They's all sorts of trouble a-waitin' fer 'em, like alien abducters, hobos and bikers, cops and rival truckers. Plus more special missions and different vehicles than you can shake a stickshift at.",50,Mixed or average reviews,2,16,13,3.7,Generally unfavorable reviews,1,1,4
